R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32
,,,,,,,,,,,,,,,,25048495349484953525355533 0:33:51 11:23:17,,,,,,25048495349484953504849483 1:7:6 11:25:17,25048495349484953485751573 2:2:35 11:23:17,25048495349484952535154503 22:42:27 11:28:17,,25048495349484953524955493 5:12:25 11:27:17,,,,25048495349484953524955493 3:55:1 11:20:17,25048495349484953544853483 20:0:10 11:28:17
,,,,,,,,,,,,,,,,25048495349484953525355533 0:34:12 11:23:17,,,,,,25048495349484953504849483 1:7:15 11:25:17,25048495349484953485751573 2:2:53 11:23:17,25048495349484952535154503 22:42:27 11:28:17,,25048495349484953524955493 5:12:25 11:27:17,,,,25048495349484953524955493 3:55:1 11:20:17,25048495349484953544853483 20:0:11 11:28:17
,,,,,,,,,,,,,,,,25048495349484953525355533 0:34:21 11:23:17,,,,,,25048495349484953504849483 1:7:28 11:25:17,25048495349484953485751573 2:3:59 11:23:17,25048495349484952535154503 22:42:29 11:28:17,,25048495349484953524955493 5:12:26 11:27:17,,,,25048495349484953524955493 3:56:13 11:20:17,25048495349484953485651563 21:6:30 11:28:17
,,,,,,,,,,,,,,,,25048495349484953525355533 0:34:42 11:23:17,,,,,,25048495349484953504849483 1:7:35 11:25:17,25048495349484953485751573 2:4:8 11:23:17,25048495349484952535154503 22:42:29 11:28:17,,25048495349484953524955493 5:12:26 11:27:17,,,,25048495349484953524955493 3:56:29 11:20:17,25048495349484953485651563 21:7:7 11:28:17
,,,,,,,,,,,,,,,,25048495349484953525355533 0:35:12 11:23:17,,,,,,25048495349484953504849483 1:8:15 11:25:17,25048495349484953485751573 2:4:16 11:23:17,25048495349484953524955493 23:5:21 11:28:17,,25048495349484953524955493 5:12:27 11:27:17,,,,25048495349484953524955493 3:56:29 11:20:17,25048495349484953485651563 21:7:7 11:28:17
,,,,,,,,,,,,,,,,25048495349484953535454543 0:35:18 11:23:17,,,,,,25048495349484953504849483 1:8:23 11:25:17,25048495349484953485751573 2:4:39 11:23:17,25048495349484953524955493 23:5:45 11:28:17,,25048495349484953524955493 5:12:27 11:27:17,,,,25048495349484953524955493 3:56:30 11:20:17,25048495349484953485651563 21:7:7 11:28:17
,,,,,,,,,,,,,,,,25048495349484953525355533 0:35:26 11:23:17,,,,,,25048495349484953504849483 1:22:6 11:25:17,25048495349484953485751573 2:4:55 11:23:17,25048495349484953525055503 23:13:8 11:28:17,,25048495349484953524955493 5:12:27 11:27:17,,,,25048495349484953524955493 3:56:37 11:20:17,25048495349484953485651563 0:52:23 11:29:17
,,,,,,,,,,,,,,,,25048495349484953535454543 0:35:37 11:23:17,,,,,,25048495349484953504849483 1:22:19 11:25:17,25048495349484953485751573 2:5:3 11:23:17,25048495349484953525055503 23:13:8 11:28:17,,25048495349484953524955493 5:12:28 11:27:17,,,,25048495349484953524955493 3:56:37 11:20:17,25048495349484953485651563 0:52:42 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 0:36:4 11:23:17,,,,,,25048495349484953504849483 1:23:34 11:25:17,25048495349484953485751573 2:5:15 11:23:17,25048495349484953525055503 23:13:9 11:28:17,,25048495349484953524955493 5:12:34 11:27:17,,,,25048495349484953524955493 3:57:24 11:20:17,25048495349484953485651563 1:49:56 11:29:17
,,,,,,,,,,,,,,,,25048495349484953535454543 0:38:2 11:23:17,,,,,,25048495349484953504849483 1:23:50 11:25:17,25048495349484953485751573 2:5:28 11:23:17,25048495349484953495650563 23:31:46 11:28:17,,25048495349484953524955493 5:12:34 11:27:17,,,,25048495349484953524955493 3:57:38 11:20:17,25048495349484953485651563 1:53:7 11:29:17
,,,,,,,,,,,,,,,,25048495349484953535454543 1:5:6 11:23:17,,,,,,25048495349484953504849483 1:24:9 11:25:17,25048495349484953485751573 2:5:40 11:23:17,25048495349484953495650563 23:31:47 11:28:17,,25048495349484953524955493 5:12:35 11:27:17,,,,25048495349484953524955493 3:57:38 11:20:17,25048495349484953485651563 1:55:59 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 1:30:14 11:23:17,,,,,,25048495349484953504849483 1:24:17 11:25:17,25048495349484953485751573 2:6:5 11:23:17,25048495349484952535154503 1:27:29 11:29:17,,25048495349484953524955493 5:12:35 11:27:17,,,,25048495349484953524955493 3:57:38 11:20:17,25048495349484953485651563 2:3:13 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 1:30:46 11:23:17,,,,,,25048495349484953504849483 1:25:51 11:25:17,25048495349484953485751573 2:6:14 11:23:17,25048495349484952535154503 1:27:29 11:29:17,,25048495349484953524955493 5:12:36 11:27:17,,,,25048495349484953524955493 3:57:39 11:20:17,25048495349484953485651563 2:5:28 11:29:17
,,,,,,,,,,,,,,,,25048495349484953535454543 1:30:58 11:23:17,,,,,,25048495349484953504849483 1:26:20 11:25:17,25048495349484953485751573 2:6:21 11:23:17,25048495349484952535154503 1:27:30 11:29:17,,25048495349484953524955493 5:12:36 11:27:17,,,,25048495349484953524955493 3:57:45 11:20:17,25048495349484953485651563 2:7:27 11:29:17
,,,,,,,,,,,,,,,,25048495349484953535454543 1:32:24 11:23:17,,,,,,25048495349484953504849483 1:28:17 11:25:17,25048495349484953485751573 2:7:5 11:23:17,25048495349484953525555553 3:30:51 11:29:17,,25048495349484953524955493 5:12:36 11:27:17,,,,25048495349484953524955493 3:57:45 11:20:17,25048495349484953485651563 2:10:25 11:29:17
,,,,,,,,,,,,,,,,25048495349484953535454543 1:32:37 11:23:17,,,,,,25048495349484953504849483 1:28:35 11:25:17,25048495349484953485751573 2:7:12 11:23:17,25048495349484953525555553 3:30:52 11:29:17,,25048495349484953524955493 5:12:37 11:27:17,,,,25048495349484953524955493 3:57:45 11:20:17,25048495349484953485651563 2:12:32 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 1:34:59 11:23:17,,,,,,25048495349484953504849483 1:29:24 11:25:17,25048495349484953485751573 2:7:24 11:23:17,25048495349484953525555553 3:30:52 11:29:17,,25048495349484953524955493 5:12:37 11:27:17,,,,25048495349484953524955493 3:57:46 11:20:17,25048495349484953485651563 2:14:35 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 1:57:32 11:23:17,,,,,,25048495349484953504849483 1:29:33 11:25:17,25048495349484953485751573 2:7:30 11:23:17,25048495349484953525555553 3:30:52 11:29:17,,25048495349484952535154503 5:25:55 11:27:17,,,,25048495349484953524955493 4:0:37 11:20:17,25048495349484953485651563 2:16:33 11:29:17
,,,,,,,,,,,,,,,,25048495349484953535454543 2:12:55 11:23:17,,,,,,25048495349484953504849483 1:30:12 11:25:17,25048495349484953485751573 2:22:33 11:23:17,25048495349484953525555553 3:30:53 11:29:17,,25048495349484952535154503 5:25:55 11:27:17,,,,25048495349484953524955493 4:0:49 11:20:17,25048495349484953485651563 2:20:2 11:29:17
,,,,,,,,,,,,,,,,25048495349484953535454543 2:12:56 11:23:17,,,,,,25048495349484953504849483 1:30:20 11:25:17,25048495349484953485751573 2:22:48 11:23:17,25048495349484953525555553 3:30:53 11:29:17,,25048495349484952535154503 5:25:56 11:27:17,,,,25048495349484953524955493 4:0:50 11:20:17,25048495349484953485651563 2:23:12 11:29:17
,,,,,,,,,,,,,,,,25048495349484953535454543 2:39:29 11:23:17,,,,,,25048495349484953504849483 1:30:50 11:25:17,25048495349484953485751573 2:23:58 11:23:17,25048495349484953525555553 3:30:54 11:29:17,,25048495349484952535154503 5:25:56 11:27:17,,,,25048495349484953524955493 4:0:51 11:20:17,25048495349484953544853483 2:24:37 11:29:17
,,,,,,,,,,,,,,,,25048495349484953535454543 2:42:47 11:23:17,,,,,,25048495349484953504849483 1:31:3 11:25:17,25048495349484953485751573 2:24:6 11:23:17,25048495349484953525555553 3:30:55 11:29:17,,25048495349484952535154503 5:25:57 11:27:17,,,,25048495349484953524955493 4:1:9 11:20:17,25048495349484953544853483 2:24:37 11:29:17
,,,,,,,,,,,,,,,,25048495349484953535454543 2:43:44 11:23:17,,,,,,25048495349484953504849483 1:31:43 11:25:17,25048495349484953485751573 2:24:33 11:23:17,24848484848514954685467513 8:25:2 11:29:17,,25048495349484952535154503 5:25:58 11:27:17,,,,25048495349484953524955493 4:1:9 11:20:17,25048495349484953544853483 2:24:49 11:29:17
,,,,,,,,,,,,,,,,25048495349484953535454543 2:46:36 11:23:17,,,,,,25048495349484953504849483 1:31:54 11:25:17,25048495349484953485751573 2:24:39 11:23:17,24848484848514954685467513 8:25:3 11:29:17,,24848484848514954685467513 8:41:18 11:27:17,,,,25048495349484953524955493 4:2:4 11:20:17,25048495349484953495450543 2:28:33 11:29:17
,,,,,,,,,,,,,,,,25048495349484953535454543 2:48:10 11:23:17,,,,,,25048495349484953504849483 1:32:52 11:25:17,25048495349484953485751573 2:25:49 11:23:17,New Recording Session,,24848484848514954685467513 8:41:19 11:27:17,,,,25048495349484953524955493 4:2:18 11:20:17,25048495349484953495450543 2:28:34 11:29:17
,,,,,,,,,,,,,,,,25048495349484953535454543 2:49:23 11:23:17,,,,,,25048495349484953504849483 1:33:0 11:25:17,25048495349484953485751573 2:25:49 11:23:17,24848484848514954685467513 16:15:37 11:29:17,,New Recording Session,,,,25048495349484953524955493 4:2:26 11:20:17,25048495349484953485651563 2:29:30 11:29:17
,,,,,,,,,,,,,,,,25048495349484953535454543 2:49:23 11:23:17,,,,,,25048495349484953504849483 1:34:9 11:25:17,25048495349484953485751573 2:25:58 11:23:17,24848484848514954685467513 16:15:38 11:29:17,,24848484848514954685467513 16:15:12 11:27:17,,,,25048495349484953524955493 4:2:27 11:20:17,25048495349484953485651563 2:29:37 11:29:17
,,,,,,,,,,,,,,,,25048495349484953535454543 2:51:8 11:23:17,,,,,,25048495349484953504849483 1:34:17 11:25:17,25048495349484953485751573 2:26:36 11:23:17,24848484848514954685467513 16:15:38 11:29:17,,24848484848514954685467513 16:15:13 11:27:17,,,,25048495349484953524955493 4:2:27 11:20:17,25048495349484953485651563 2:37:48 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 3:17:56 11:23:17,,,,,,25048495349484953504849483 1:35:26 11:25:17,25048495349484953485751573 2:27:21 11:23:17,24848484848514954685467513 16:15:38 11:29:17,,25048495349484953525055503 21:14:30 11:27:17,,,,25048495349484953524955493 4:3:14 11:20:17,25048495349484953485651563 2:41:27 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 3:39:45 11:23:17,,,,,,25048495349484953504849483 1:35:34 11:25:17,25048495349484953485751573 2:27:32 11:23:17,25048495349484953524955493 23:39:56 11:29:17,,25048495349484953525055503 21:14:45 11:27:17,,,,25048495349484953524955493 4:3:25 11:20:17,25048495349484953485651563 2:41:35 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:17:59 11:23:17,,,,,,25048495349484953504849483 1:36:8 11:25:17,25048495349484953485751573 2:28:26 11:23:17,25048495349484953524955493 23:40:28 11:29:17,,25048495349484953525055503 21:14:59 11:27:17,,,,25048495349484953524955493 4:3:25 11:20:17,25048495349484953485651563 2:42:30 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:18:39 11:23:17,,,,,,25048495349484953504849483 1:36:15 11:25:17,25048495349484953485751573 2:28:31 11:23:17,25048495349484953524955493 23:40:28 11:29:17,,25048495349484953525055503 21:15:7 11:27:17,,,,25048495349484953524955493 4:3:26 11:20:17,25048495349484953485651563 2:43:27 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:20:22 11:23:17,,,,,,25048495349484953504849483 1:37:28 11:25:17,25048495349484953485751573 2:28:49 11:23:17,25048495349484952535154503 23:44:13 11:29:17,,25048495349484953525055503 21:15:22 11:27:17,,,,25048495349484953524955493 4:3:26 11:20:17,25048495349484953485651563 2:44:20 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:20:38 11:23:17,,,,,,25048495349484953504849483 1:37:36 11:25:17,25048495349484953485751573 2:28:55 11:23:17,25048495349484952535154503 23:45:7 11:29:17,,25048495349484953495650563 21:38:48 11:27:17,,,,25048495349484953485651563 4:3:58 11:20:17,25048495349484953485651563 2:45:49 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:21:59 11:23:17,,,,,,25048495349484953504849483 1:38:25 11:25:17,25048495349484953485751573 2:29:18 11:23:17,25048495349484952535154503 23:45:7 11:29:17,,25048495349484953495650563 21:38:48 11:27:17,,,,25048495349484953485651563 4:4:36 11:20:17,25048495349484953485651563 2:47:27 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:22:31 11:23:17,,,,,,25048495349484953504849483 1:38:36 11:25:17,25048495349484953485751573 2:30:0 11:23:17,25048495349484952535154503 23:45:8 11:29:17,,25048495349484953495650563 21:38:49 11:27:17,,,,25048495349484953485651563 4:4:38 11:20:17,25048495349484953485651563 2:49:1 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:22:44 11:23:17,,,,,,25048495349484953504849483 1:39:18 11:25:17,25048495349484953485751573 2:30:6 11:23:17,25048495349484952535154503 23:45:8 11:29:17,,25048495349484953495650563 21:40:23 11:27:17,,,,25048495349484953524955493 4:4:43 11:20:17,25048495349484953485651563 2:50:47 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:23:6 11:23:17,,,,,,25048495349484953504849483 1:39:26 11:25:17,25048495349484953485751573 2:30:57 11:23:17,25048495349484952535154503 23:45:9 11:29:17,,25048495349484953495650563 21:40:23 11:27:17,,,,25048495349484953524955493 4:4:44 11:20:17,25048495349484953485651563 2:51:46 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:23:18 11:23:17,,,,,,25048495349484953504849483 1:39:44 11:25:17,25048495349484953485751573 2:33:10 11:23:17,25048495349484952535154503 23:45:9 11:29:17,,25048495349484953495650563 21:40:24 11:27:17,,,,25048495349484953524955493 4:4:57 11:20:17,25048495349484953485651563 2:54:51 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:23:44 11:23:17,,,,,,25048495349484953504849483 1:39:58 11:25:17,25048495349484953485751573 2:33:18 11:23:17,25048495349484952535154503 23:46:36 11:29:17,,25048495349484953495650563 21:40:24 11:27:17,,,,25048495349484953485651563 4:5:11 11:20:17,25048495349484953485651563 2:56:37 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:23:57 11:23:17,,,,,,25048495349484953504849483 1:40:6 11:25:17,25048495349484953485751573 2:33:48 11:23:17,25048495349484952535154503 23:46:37 11:29:17,,25048495349484953495650563 21:40:24 11:27:17,,,,25048495349484953485651563 4:5:13 11:20:17,25048495349484953485651563 3:4:33 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:24:31 11:23:17,,,,,,25048495349484953504849483 1:40:54 11:25:17,25048495349484953485751573 2:33:53 11:23:17,25048495349484952535154503 23:46:37 11:29:17,,25048495349484953495650563 21:40:30 11:27:17,,,,25048495349484953485651563 4:5:20 11:20:17,25048495349484953485651563 3:5:14 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:24:43 11:23:17,,,,,,25048495349484953504849483 1:41:1 11:25:17,25048495349484953485751573 2:34:7 11:23:17,25048495349484953495650563 0:25:16 11:30:17,,25048495349484953495650563 21:40:41 11:27:17,,,,25048495349484953485651563 4:5:21 11:20:17,25048495349484953485651563 3:7:27 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:25:15 11:23:17,,,,,,25048495349484953504849483 1:42:43 11:25:17,25048495349484953485751573 2:34:13 11:23:17,25048495349484953495650563 0:25:39 11:30:17,,25048495349484953495650563 21:40:41 11:27:17,,,,25048495349484953485651563 4:5:22 11:20:17,25048495349484953485651563 3:11:22 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:25:25 11:23:17,,,,,,25048495349484953504849483 1:42:52 11:25:17,25048495349484953485751573 2:34:15 11:23:17,25048495349484952535154503 0:42:59 11:30:17,,25048495349484953495650563 21:40:42 11:27:17,,,,25048495349484953485651563 4:5:22 11:20:17,25048495349484953485651563 3:14:7 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:25:44 11:23:17,,,,,,25048495349484953504849483 1:43:57 11:25:17,25048495349484953485751573 2:34:21 11:23:17,25048495349484952535154503 0:43:49 11:30:17,,25048495349484953495650563 21:41:3 11:27:17,,,,25048495349484953485651563 4:5:29 11:20:17,25048495349484953485651563 3:23:53 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:25:55 11:23:17,,,,,,25048495349484953504849483 1:44:2 11:25:17,25048495349484953485751573 2:34:53 11:23:17,25048495349484952535154503 0:43:49 11:30:17,,25048495349484953495650563 21:41:6 11:27:17,,,,25048495349484953485651563 4:5:45 11:20:17,25048495349484953485651563 3:27:12 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:26:29 11:23:17,,,,,,25048495349484953504849483 1:44:6 11:25:17,25048495349484953485751573 2:34:58 11:23:17,25048495349484953525055503 1:19:29 11:30:17,,25048495349484953524955493 23:50:43 11:27:17,,,,25048495349484953485651563 4:5:45 11:20:17,25048495349484953485651563 3:29:16 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:27:14 11:23:17,,,,,,25048495349484953504849483 1:44:10 11:25:17,25048495349484953485751573 2:35:32 11:23:17,25048495349484953525055503 1:20:7 11:30:17,,25048495349484953524955493 23:50:43 11:27:17,,,,25048495349484953485651563 4:5:46 11:20:17,25048495349484953485651563 3:32:29 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:27:25 11:23:17,,,,,,25048495349484953504849483 1:44:15 11:25:17,25048495349484953485751573 2:35:39 11:23:17,25048495349484953525055503 1:20:7 11:30:17,,25048495349484953524955493 23:50:44 11:27:17,,,,25048495349484953485651563 4:5:46 11:20:17,25048495349484953485651563 3:35:14 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:27:51 11:23:17,,,,,,25048495349484953504849483 1:44:21 11:25:17,25048495349484953485751573 2:36:4 11:23:17,25048495349484953525055503 1:20:31 11:30:17,,25048495349484953524955493 23:50:54 11:27:17,,,,25048495349484953485651563 4:5:47 11:20:17,25048495349484953485651563 3:38:7 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:28:2 11:23:17,,,,,,25048495349484953504849483 1:44:30 11:25:17,25048495349484953485751573 2:36:9 11:23:17,25048495349484952535154503 17:46:30 11:30:17,,25048495349484952535154503 0:47:39 11:28:17,,,,25048495349484953485651563 4:5:48 11:20:17,25048495349484953485651563 3:39:9 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:28:21 11:23:17,,,,,,25048495349484953504849483 1:44:37 11:25:17,25048495349484953485751573 2:36:21 11:23:17,25048495349484952535154503 17:46:30 11:30:17,,25048495349484952535154503 0:47:39 11:28:17,,,,25048495349484953485651563 4:6:24 11:20:17,25048495349484953485651563 3:39:15 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:28:50 11:23:17,,,,,,25048495349484953504849483 1:44:43 11:25:17,25048495349484953485751573 2:36:27 11:23:17,25048495349484952535154503 18:50:13 11:30:17,,25048495349484952535154503 0:47:39 11:28:17,,,,25048495349484953485651563 4:6:24 11:20:17,25048495349484953485651563 3:43:52 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:29:31 11:23:17,,,,,,25048495349484953504849483 1:44:48 11:25:17,25048495349484953485751573 2:36:36 11:23:17,25048495349484953524955493 20:51:58 11:30:17,,25048495349484952535154503 0:48:11 11:28:17,,,,25048495349484953485651563 4:7:6 11:20:17,25048495349484953485651563 3:46:50 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:30:11 11:23:17,,,,,,25048495349484953504849483 1:45:2 11:25:17,25048495349484953485751573 2:36:42 11:23:17,25048495349484953524955493 20:51:58 11:30:17,,25048495349484953495650563 4:15:19 11:28:17,,,,25048495349484953485651563 4:7:9 11:20:17,25048495349484953485651563 3:50:2 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:30:31 11:23:17,,,,,,25048495349484953504849483 1:46:28 11:25:17,25048495349484953485751573 2:37:0 11:23:17,25048495349484953495650563 23:55:26 11:30:17,,25048495349484953495650563 4:15:20 11:28:17,,,,25048495349484953485651563 4:10:3 11:20:17,25048495349484953485651563 3:50:9 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:30:54 11:23:17,,,,,,25048495349484953504849483 1:46:53 11:25:17,25048495349484953485751573 2:38:2 11:23:17,25048495349484953495650563 23:55:36 11:30:17,,25048495349484953495650563 4:15:21 11:28:17,,,,25048495349484953485651563 4:10:8 11:20:17,25048495349484953485651563 3:52:49 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:31:3 11:23:17,,,,,,25048495349484953504849483 1:48:19 11:25:17,25048495349484953485751573 2:38:8 11:23:17,25048495349484953495650563 23:55:36 11:30:17,,25048495349484953495650563 4:15:21 11:28:17,,,,25048495349484953524955493 4:12:13 11:20:17,25048495349484953485651563 3:55:27 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:31:23 11:23:17,,,,,,25048495349484953504849483 1:48:37 11:25:17,25048495349484953485751573 2:38:26 11:23:17,25048495349484953525055503 0:24:15 12:1:17,,25048495349484953495650563 4:15:25 11:28:17,,,,25048495349484953485651563 4:12:32 11:20:17,25048495349484953485651563 3:59:32 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:31:34 11:23:17,,,,,,25048495349484953504849483 1:48:45 11:25:17,25048495349484953485751573 2:38:33 11:23:17,25048495349484953525055503 0:24:33 12:1:17,,New Recording Session,,,,25048495349484953485651563 4:12:50 11:20:17,25048495349484953485651563 4:4:26 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:31:59 11:23:17,,,,,,25048495349484953504849483 1:48:52 11:25:17,25048495349484953485751573 2:38:47 11:23:17,25048495349484952535154503 1:59:13 12:1:17,,24848484848514954685467513 9:32:40 11:28:17,,,,25048495349484953485651563 4:13:29 11:20:17,25048495349484953485651563 4:8:16 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:32:9 11:23:17,,,,,,25048495349484953504849483 1:48:59 11:25:17,25048495349484953485751573 2:39:22 11:23:17,25048495349484952535154503 1:59:14 12:1:17,,24848484848514954685467513 9:32:41 11:28:17,,,,25048495349484953485651563 4:13:44 11:20:17,25048495349484953485651563 4:11:5 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:32:45 11:23:17,,,,,,25048495349484953504849483 1:49:3 11:25:17,25048495349484953485751573 2:39:27 11:23:17,25048495349484952535154503 1:59:14 12:1:17,,New Recording Session,,,,25048495349484952535154503 4:18:2 11:20:17,25048495349484953485651563 4:14:56 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:33:26 11:23:17,,,,,,25048495349484953504849483 1:49:51 11:25:17,25048495349484953485751573 2:39:37 11:23:17,25048495349484952535154503 1:59:14 12:1:17,,24848484848514954685467513 16:7:39 11:28:17,,,,25048495349484952535154503 4:18:2 11:20:17,25048495349484953485651563 4:15:5 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:33:53 11:23:17,,,,,,25048495349484953504849483 1:50:1 11:25:17,25048495349484953485751573 2:39:44 11:23:17,25048495349484952535154503 1:59:17 12:1:17,,24848484848514954685467513 16:7:39 11:28:17,,,,25048495349484952535154503 4:18:15 11:20:17,25048495349484953485651563 4:22:8 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:34:6 11:23:17,,,,,,25048495349484953504849483 1:50:59 11:25:17,25048495349484953485751573 2:40:23 11:23:17,24848484848514954685467513 8:49:22 12:1:17,,24848484848514954685467513 16:7:40 11:28:17,,,,25048495349484952535154503 4:19:51 11:20:17,25048495349484953485651563 4:35:53 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:35:22 11:23:17,,,,,,25048495349484953504849483 1:51:7 11:25:17,25048495349484953485751573 2:40:29 11:23:17,24848484848514954685467513 8:49:23 12:1:17,,24848484848514954685467513 16:7:40 11:28:17,,,,25048495349484952535154503 4:20:48 11:20:17,25048495349484953485651563 4:36:10 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:36:1 11:23:17,,,,,,25048495349484953504849483 1:51:43 11:25:17,25048495349484953485751573 2:40:51 11:23:17,,,24848484848514954685467513 16:7:40 11:28:17,,,,25048495349484952535154503 4:24:36 11:20:17,25048495349484953485651563 4:37:53 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:36:33 11:23:17,,,,,,25048495349484953504849483 1:51:52 11:25:17,25048495349484953485751573 2:40:58 11:23:17,,,24848484848514954685467513 16:7:41 11:28:17,,,,25048495349484953525055503 4:35:12 11:20:17,25048495349484953485651563 4:37:54 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:36:44 11:23:17,,,,,,25048495349484953504849483 1:52:31 11:25:17,25048495349484953485751573 2:41:22 11:23:17,,,24848484848514954685467513 16:7:41 11:28:17,,,,25048495349484953525055503 4:35:43 11:20:17,25048495349484953485651563 4:38:13 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:37:4 11:23:17,,,,,,25048495349484953504849483 1:52:37 11:25:17,25048495349484953485751573 2:42:16 11:23:17,,,24848484848514954685467513 16:7:42 11:28:17,,,,25048495349484953524955493 4:35:56 11:20:17,25048495349484953485651563 4:38:14 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:37:48 11:23:17,,,,,,25048495349484953504849483 1:53:31 11:25:17,25048495349484953485751573 2:44:27 11:23:17,,,24848484848514954685467513 16:7:42 11:28:17,,,,25048495349484953524955493 4:36:16 11:20:17,25048495349484953485651563 4:38:15 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:39:21 11:23:17,,,,,,25048495349484953504849483 1:53:38 11:25:17,25048495349484953485751573 2:44:34 11:23:17,,,24848484848514954685467513 16:7:43 11:28:17,,,,25048495349484953524955493 4:36:22 11:20:17,25048495349484953485651563 4:38:16 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:39:32 11:23:17,,,,,,25048495349484953504849483 1:54:25 11:25:17,25048495349484953485751573 2:45:37 11:23:17,,,New Recording Session,,,,25048495349484953524955493 4:36:56 11:20:17,25048495349484953485651563 4:38:40 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:39:50 11:23:17,,,,,,25048495349484953504849483 1:54:32 11:25:17,25048495349484953485751573 2:45:42 11:23:17,,,24848484848514954685467513 8:22:14 11:29:17,,,,25048495349484953524955493 4:37:6 11:20:17,25048495349484953485651563 4:38:41 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:39:59 11:23:17,,,,,,25048495349484953504849483 1:56:2 11:25:17,25048495349484953485751573 2:45:55 11:23:17,,,24848484848514954685467513 8:22:14 11:29:17,,,,25048495349484953524955493 4:37:6 11:20:17,25048495349484953485651563 4:38:50 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:40:25 11:23:17,,,,,,25048495349484953504849483 1:56:8 11:25:17,25048495349484953485751573 2:46:34 11:23:17,,,New Recording Session,,,,25048495349484953524955493 4:37:7 11:20:17,25048495349484953485651563 4:39:1 11:29:17
,,,,,,,,,,,,,,,,25048495349484953525355533 4:40:35 11:23:17,,,,,,25048495349484953504849483 1:57:5 11:25:17,25048495349484953485751573 2:46:40 11:23:17,,,24848484848514954685467513 16:9:4 11:29:17,,,,25048495349484953524955493 4:37:48 11:20:17,25048495349484953485651563 4:39:19 11:29:17
